id,employeename,jobtitle,basepay,overtimepay,otherpay,benefits,year,status,total_compensation,is_executive,job_level
662,Employee_662,SENIOR ENGINEER,81208.54,336.36,4381.2,,2021,FT,85926.1001953125,False,Medium
664,Employee_664,FIREFIGHTER,61448.91,0.0,1652.52,23617.34,2023,FT,63101.43001953125,False,Standard
665,Employee_665,DIRECTOR OF PUBLIC WORKS,99581.38,0.0,1276.69,28796.83,2021,PT,100858.06994140625,True,Medium
666,Employee_666,ASSISTANT MEDICAL EXAMINER,34501.14,2048.15,2766.81,10902.81,2021,PT,39316.10005859375,False,Standard
668,Employee_668,SOCIAL WORKER,89364.91,0.0,5175.08,30595.77,2019,FT,94539.990078125,False,Medium
669,Employee_669,ACCOUNTANT INTERN,118356.11,2165.93,6223.85,34301.25,2021,PT,126745.89009765624,False,Medium
670,Employee_670,REGISTERED NURSE,42209.53,0.0,2995.46,13461.57,2020,FT,45204.9899609375,False,Standard
671,Employee_671,CHIEF INVESTMENT OFFICER,178494.15,5337.39,7141.02,71818.12,2019,FT,190972.56001953126,True,High
672,Employee_672,DIRECTOR OF PUBLIC WORKS,121384.61,0.0,2278.92,48513.06,2019,PT,123663.529921875,True,Medium
673,Employee_673,HEAD LIBRARIAN,129183.01,0.0,5232.32,50178.77,2021,FT,134415.32982421876,True,Medium
674,Employee_674,SPECIAL NURSE,37044.46,0.0,3286.16,10086.58,2019,PT,40330.619912109374,False,Standard
675,Employee_675,HEAD LIBRARIAN,149042.45,0.0,352.39,50077.69,2022,FT,149394.84001464845,True,Medium
676,Employee_676,SENIOR ENGINEER,111449.44,7741.85,2543.7,33477.0,2021,FT,121734.98995117188,False,Medium
677,Employee_677,DIRECTOR OF PUBLIC WORKS,117677.06,229.37,3509.52,37197.24,2020,FT,121415.95001953124,True,Medium
678,Employee_678,SPECIAL NURSE,82902.25,10999.58,1903.41,,2022,FT,95805.24003417969,False,Medium
679,Employee_679,CHIEF OF POLICE,98442.17,2490.2,3238.57,40776.79,2021,FT,104170.94006835937,True,Medium
680,Employee_680,ACCOUNTANT INTERN,58411.2,3633.71,4596.09,22995.2,2022,FT,66640.99984375,False,Standard
682,Employee_682,REGISTERED NURSE,32945.44,0.0,6831.66,13779.55,2019,PT,39777.10015625,False,Standard
683,Employee_683,CHIEF INVESTMENT OFFICER,157023.31,7496.48,7034.81,67383.19,2020,PT,171554.60005859376,True,High
684,Employee_684,CHIEF INVESTMENT OFFICER,168897.37,4489.18,1107.23,,2021,FT,174493.77998046874,True,High
685,Employee_685,POLICE OFFICER 3,55973.12,3805.65,469.84,22436.47,2023,FT,60248.609996337895,False,Standard
686,Employee_686,ANIMAL CARE ATTENDANT,76964.06,10625.1,1372.33,25134.7,2019,FT,88961.48995605469,False,Medium
687,Employee_687,ELECTRICAL TRANSIT SYSTEM MECHANIC,64689.19,459.34,990.66,18053.76,2019,FT,66139.18997314453,False,Standard
688,Employee_688,DIRECTOR OF PUBLIC WORKS,130161.31,0.0,311.76,50209.96,2023,FT,130473.07000976562,True,Medium
690,Employee_690,ANIMAL CARE ATTENDANT,52331.5,12513.44,46.38,23436.33,2019,FT,64891.32000106812,False,Standard
692,Employee_692,ANIMAL CARE ATTENDANT,68722.59,0.0,8091.09,26323.99,2022,FT,76813.67984375,False,Medium
693,Employee_693,ACCOUNTANT INTERN,110442.18,0.0,4461.71,39427.49,2019,FT,114903.8899609375,False,Medium
694,Employee_694,ACCOUNTANT INTERN,70926.2,7057.9,5367.79,,2020,FT,83351.89003906249,False,Medium
696,Employee_696,DEPUTY SHERIFF,94538.82,793.18,2314.0,34447.03,2022,FT,97646.0,False,Medium
697,Employee_697,SENIOR ENGINEER,107400.8,0.0,3279.45,34010.76,2020,PT,110680.24995117188,False,Medium
698,Employee_698,DIRECTOR OF PUBLIC WORKS,143713.68,0.0,21.33,39521.5,2021,FT,143735.0099999237,True,Medium
699,Employee_699,SPECIAL NURSE,93812.01,0.0,722.81,32647.83,2020,PT,94534.81999755859,False,Medium
700,Employee_700,SPECIAL NURSE,56944.07,1277.45,4563.66,20376.65,2022,FT,62785.18015625,False,Standard
701,Employee_701,CHIEF OF POLICE,121418.88,0.0,5270.88,33153.61,2019,FT,126689.7598828125,True,Medium
702,Employee_702,DIRECTOR OF PUBLIC WORKS,113170.71,4465.84,2202.23,47136.7,2020,PT,119838.77998046875,True,Medium
703,Employee_703,POLICE OFFICER 3,44185.07,2912.66,1585.47,14466.84,2020,PT,48683.19997070312,False,Standard
704,Employee_704,POLICE OFFICER 3,64728.2,0.0,1113.22,16481.5,2023,FT,65841.41997070312,False,Standard
705,Employee_705,REGISTERED NURSE,96727.59,0.0,2323.99,,2023,FT,99051.57999023437,False,Medium
706,Employee_706,ASSISTANT DEPUTY CHIEF 2,134544.17,0.0,2225.61,46030.91,2021,PT,136769.7801074219,True,Medium
707,Employee_707,TRANSIT OPERATOR,43078.77,0.0,2766.21,,2019,FT,45844.9799609375,False,Standard
709,Employee_709,SENIOR CLERK,134284.18,0.0,2725.13,42567.54,2021,FT,137009.3098828125,False,Medium
710,Employee_710,SENIOR CLERK,88651.71,0.0,3250.7,31868.0,2023,FT,91902.40995117188,False,Medium
711,Employee_711,ASSISTANT MEDICAL EXAMINER,57051.8,0.0,2770.59,17207.59,2020,FT,59822.39008789063,False,Standard
712,Employee_712,CHIEF OF POLICE,116136.3,0.0,1604.59,41824.49,2023,FT,117740.88996582032,True,Medium
713,Employee_713,SENIOR ENGINEER,52590.0,4117.9,1240.21,16517.66,2023,FT,57948.1099609375,False,Standard
714,Employee_714,ANIMAL CARE ATTENDANT,98461.9,717.72,3229.53,28814.78,2020,PT,102409.15002929687,False,Medium
715,Employee_715,ACCOUNTANT INTERN,62138.94,4576.34,6736.14,18490.93,2022,FT,73451.42013671875,False,Standard
716,Employee_716,ANIMAL CARE ATTENDANT,97348.03,1792.74,1184.22,29323.59,2020,FT,100324.98997070313,False,Medium
717,Employee_717,CHIEF OF POLICE,127859.46,0.0,3652.52,37745.32,2020,FT,131511.98001953127,True,Medium
718,Employee_718,CHIEF OF POLICE,177463.15,8916.44,4634.46,69653.94,2020,PT,191014.0499609375,True,High
719,Employee_719,FIREFIGHTER,75133.89,0.0,1410.12,25677.18,2022,PT,76544.00999511719,False,Medium
720,Employee_720,DIRECTOR OF PUBLIC WORKS,148009.91,1022.2,5445.22,42739.81,2020,FT,154477.33021484377,True,High
722,Employee_722,ACCOUNTANT INTERN,82465.82,6538.22,6141.15,27003.78,2021,FT,95145.18990234376,False,Medium
723,Employee_723,RECREATION LEADER,76958.69,0.0,3375.3,25210.84,2022,FT,80333.99004882813,False,Medium
724,Employee_724,REGISTERED NURSE,65342.99,1581.56,9080.41,29127.47,2023,PT,76004.96015625,False,Medium
725,Employee_725,ANIMAL CARE ATTENDANT,108308.69,0.0,154.15,38817.6,2019,FT,108462.83999389649,False,Medium
726,Employee_726,REGISTERED NURSE,51861.26,10429.79,8372.23,24567.15,2023,FT,70663.28046875,False,Standard
727,Employee_727,SENIOR ENGINEER,91112.0,0.0,4304.9,27882.97,2019,FT,95416.89990234375,False,Medium
728,Employee_728,SPECIAL NURSE,70297.72,0.0,6021.16,24751.49,2021,FT,76318.88015625,False,Medium
729,Employee_729,CHIEF OF POLICE,140487.87,18664.6,1039.89,58140.59,2020,FT,160192.36001464844,True,High
730,Employee_730,HEAD LIBRARIAN,92115.82,0.0,4533.42,32395.24,2022,FT,96649.239921875,True,Medium
731,Employee_731,SENIOR ENGINEER,99183.4,0.0,6280.92,36217.93,2022,PT,105464.319921875,False,Medium
732,Employee_732,ELECTRICAL TRANSIT SYSTEM MECHANIC,66623.15,0.0,1262.08,,2023,FT,67885.22995605468,False,Standard
733,Employee_733,ACCOUNTANT INTERN,38360.95,2411.37,1510.02,12779.76,2021,FT,42282.34001953125,False,Standard
735,Employee_735,FIREFIGHTER,47988.69,0.0,1465.0,16509.79,2020,PT,49453.69,False,Standard
736,Employee_736,ASSISTANT MEDICAL EXAMINER,35312.28,0.0,448.02,10202.02,2020,FT,35760.29998901367,False,Standard
737,Employee_737,SENIOR ENGINEER,94558.71,0.0,1346.7,24737.19,2020,FT,95905.40995117188,False,Medium
738,Employee_738,GENERAL LABORER,79757.67,0.0,10770.93,30997.14,2021,FT,90528.5996875,False,Medium
739,Employee_739,SENIOR ENGINEER,104694.15,7088.71,7153.41,35043.67,2022,FT,118936.27015625,False,Medium
740,Employee_740,SOCIAL WORKER,81343.41,0.0,2318.34,29643.18,2023,FT,83661.75008789063,False,Medium
741,Employee_741,RECREATION LEADER,31348.22,0.0,3667.21,12434.3,2020,FT,35015.4299609375,False,Standard
742,Employee_742,ANIMAL CARE ATTENDANT,42779.66,15956.46,4396.79,20096.41,2020,FT,63132.9100390625,False,Standard
743,Employee_743,HEAD LIBRARIAN,164205.64,145.44,986.31,54637.32,2023,FT,165337.3899975586,True,High
744,Employee_744,DEPUTY SHERIFF,49055.82,3175.88,2534.92,18838.73,2021,FT,54766.619921875,False,Standard
745,Employee_745,ANIMAL CARE ATTENDANT,82216.82,0.0,2827.95,27239.05,2020,FT,85044.76995117188,False,Medium
746,Employee_746,GENERAL LABORER,56261.25,7288.53,2039.83,25029.36,2023,PT,65589.60995605469,False,Standard
747,Employee_747,ASSISTANT DEPUTY CHIEF 2,128868.22,14636.74,1093.99,,2021,FT,144598.94999023437,True,Medium
748,Employee_748,CUSTODIAN,57334.92,7479.6,2516.89,26728.73,2023,PT,67331.40989257811,False,Standard
749,Employee_749,CUSTODIAN,81230.82,0.0,2298.21,21301.38,2023,FT,83529.0299609375,False,Medium
750,Employee_750,POLICE OFFICER 3,72735.48,4304.74,125.69,21700.17,2023,FT,77165.91000244141,False,Medium
751,Employee_751,CHIEF INVESTMENT OFFICER,109861.57,1606.21,383.13,39846.46,2021,FT,111850.91000488283,True,Medium
752,Employee_752,POLICE OFFICER 3,48996.56,2390.6,1730.66,13956.39,2022,FT,53117.820034179684,False,Standard
753,Employee_753,SPECIAL NURSE,75355.48,6331.71,4658.45,,2023,PT,86345.6401953125,False,Medium
754,Employee_754,ACCOUNTANT INTERN,45745.62,8916.05,1770.54,15411.44,2020,FT,56432.2100390625,False,Standard
755,Employee_755,ASSISTANT DEPUTY CHIEF 2,141389.32,2517.92,6868.19,,2019,FT,150775.42994140627,True,High
756,Employee_756,SENIOR CLERK,159288.61,12959.81,87.46,58049.62,2020,FT,172335.87999908446,False,High
757,Employee_757,SENIOR ENGINEER,126104.42,0.0,2579.33,33415.54,2022,FT,128683.750078125,False,Medium
758,Employee_758,ELECTRICAL TRANSIT SYSTEM MECHANIC,84366.96,0.0,937.11,,2021,FT,85304.06998535157,False,Medium
759,Employee_759,REGISTERED NURSE,68287.85,6633.84,3763.88,,2019,FT,78685.5698828125,False,Medium
760,Employee_760,SENIOR ENGINEER,40592.43,3391.68,344.76,17516.77,2021,FT,44328.870009765626,False,Standard
761,Employee_761,POLICE OFFICER 3,43554.27,7742.06,7782.19,15725.97,2019,FT,59078.519941406244,False,Standard
762,Employee_762,ASSISTANT DEPUTY CHIEF 2,172180.54,0.0,3071.84,,2021,PT,175252.38008789063,True,High
763,Employee_763,ACCOUNTANT INTERN,54204.88,2523.41,7146.44,20585.36,2021,FT,63874.72994140624,False,Standard
764,Employee_764,ACCOUNTANT INTERN,56014.96,0.0,2269.97,20387.59,2022,PT,58284.929970703124,False,Standard
765,Employee_765,GENERAL LABORER,66686.99,0.0,3657.27,27678.63,2021,FT,70344.26001953126,False,Standard
766,Employee_766,ANIMAL CARE ATTENDANT,48759.07,2049.04,6003.57,17111.24,2021,FT,56811.67982421875,False,Standard
767,Employee_767,DIRECTOR OF PUBLIC WORKS,77289.86,0.0,4572.98,29660.13,2022,FT,81862.83998046875,True,Medium
768,Employee_768,CHIEF OF POLICE,124182.93,711.85,190.08,39666.91,2022,FT,125084.86000183105,True,Medium
769,Employee_769,REGISTERED NURSE,52169.41,14410.14,3800.27,24570.6,2023,FT,70379.82001953125,False,Standard
772,Employee_772,CHIEF INVESTMENT OFFICER,144804.97,0.0,8355.29,,2020,FT,153160.2600390625,True,High
773,Employee_773,TRANSIT OPERATOR,65357.49,3993.92,3157.11,19233.8,2021,FT,72508.52010742188,False,Standard
774,Employee_774,SENIOR ENGINEER,86357.13,1058.82,700.32,34710.28,2019,PT,88116.27000732423,False,Medium
776,Employee_776,ACCOUNTANT INTERN,67159.21,8808.14,1330.14,22164.58,2019,FT,77297.49001464844,False,Medium
777,Employee_777,ELECTRICAL TRANSIT SYSTEM MECHANIC,64434.92,0.0,3865.83,22496.36,2021,FT,68300.750078125,False,Standard
778,Employee_778,REGISTERED NURSE,79409.01,11143.15,754.27,32608.71,2023,FT,91306.43001953124,False,Medium
779,Employee_779,DEPUTY SHERIFF,83363.96,1570.86,1211.22,26091.97,2023,FT,86146.03997070313,False,Medium
780,Employee_780,RECREATION LEADER,67058.53,0.0,1223.24,21576.92,2021,FT,68281.76999023437,False,Standard
781,Employee_781,SOCIAL WORKER,71612.16,0.0,4243.54,27137.93,2019,FT,75855.7000390625,False,Medium
782,Employee_782,HEAD LIBRARIAN,81546.29,1949.3,1343.7,24104.38,2020,FT,84839.28995117187,True,Medium
783,Employee_783,REGISTERED NURSE,52786.34,2877.81,92.62,18341.28,2019,FT,55756.770002746576,False,Standard
784,Employee_784,REGISTERED NURSE,85382.95,0.0,1024.0,24324.7,2022,FT,86406.95,False,Medium
785,Employee_785,CHIEF OF POLICE,142017.91,5497.63,3065.32,,2023,FT,150580.86006835938,True,High
786,Employee_786,DIRECTOR OF PUBLIC WORKS,134480.15,7470.89,2219.66,50970.05,2021,FT,144170.69991210938,True,Medium
787,Employee_787,TRANSIT OPERATOR,75617.09,0.0,102.93,26963.12,2019,FT,75720.02000030517,False,Medium
788,Employee_788,ASSISTANT MEDICAL EXAMINER,70924.07,13096.15,2376.96,34503.44,2019,FT,86397.1799609375,False,Medium
789,Employee_789,ASSISTANT DEPUTY CHIEF 2,151070.83,10731.47,1847.97,,2023,PT,163650.2699707031,True,High
790,Employee_790,TRANSIT OPERATOR,88702.18,0.0,1418.39,,2020,FT,90120.57001464843,False,Medium
791,Employee_791,REGISTERED NURSE,88224.56,4381.24,1134.49,36764.48,2019,FT,93740.28999023438,False,Medium
792,Employee_792,SENIOR CLERK,88379.77,0.0,3738.01,31936.04,2019,FT,92117.78000976563,False,Medium
793,Employee_793,SENIOR ENGINEER,127061.81,0.0,3716.41,51588.23,2020,PT,130778.21991210937,False,Medium
794,Employee_794,RECREATION LEADER,74569.21,0.0,1310.11,30288.46,2022,FT,75879.31998535157,False,Medium
795,Employee_795,SENIOR CLERK,107441.78,2718.48,4030.32,42278.34,2023,FT,114190.58006835937,False,Medium
796,Employee_796,CUSTODIAN,75641.76,14987.8,939.87,36617.96,2020,FT,91569.42999511719,False,Medium
797,Employee_797,CHIEF INVESTMENT OFFICER,134892.24,6361.79,846.96,48864.79,2022,FT,142100.99002197266,True,Medium
798,Employee_798,SENIOR CLERK,71870.45,0.0,1246.24,23730.63,2019,PT,73116.68999023437,False,Standard
799,Employee_799,CUSTODIAN,84027.02,3396.95,6492.7,36406.37,2019,FT,93916.6701953125,False,Medium
800,Employee_800,SENIOR CLERK,164977.65,2013.7,2489.75,63494.97,2019,PT,169481.1,False,High
801,Employee_801,TRANSIT OPERATOR,62504.1,0.0,1173.9,16971.26,2023,PT,63678.00002441406,False,Standard
802,Employee_802,CUSTODIAN,71419.89,0.0,6632.41,23057.3,2021,PT,78052.30015625,False,Medium
804,Employee_804,ACCOUNTANT INTERN,60239.6,0.0,8704.2,26080.7,2019,FT,68943.8001953125,False,Standard
805,Employee_805,SENIOR ENGINEER,131155.69,10048.3,466.15,40374.12,2019,FT,141670.13999389648,False,Medium
806,Employee_806,ANIMAL CARE ATTENDANT,56540.58,436.63,1035.19,17148.86,2023,FT,58012.39994140625,False,Standard
807,Employee_807,ASSISTANT DEPUTY CHIEF 2,108933.1,0.0,1500.91,36202.29,2019,FT,110434.0100341797,True,Medium
808,Employee_808,REGISTERED NURSE,38250.14,0.0,1252.75,11427.58,2019,PT,39502.89,False,Standard
809,Employee_809,ELECTRICAL TRANSIT SYSTEM MECHANIC,54847.77,12839.35,423.16,26848.01,2021,FT,68110.2800036621,False,Standard
810,Employee_810,CHIEF INVESTMENT OFFICER,64497.6,669.05,9805.92,24265.58,2022,FT,74972.569921875,True,Standard
811,Employee_811,TRANSIT OPERATOR,82636.09,12881.38,2955.88,27431.23,2020,PT,98473.3498828125,False,Medium
812,Employee_812,SOCIAL WORKER,125993.94,7150.43,3392.75,,2021,FT,136537.12,False,Medium
813,Employee_813,ASSISTANT MEDICAL EXAMINER,62666.42,5979.42,614.36,25606.37,2022,FT,69260.19998535156,False,Standard
814,Employee_814,DEPUTY SHERIFF,36664.84,0.0,266.99,,2021,PT,36931.82999023437,False,Standard
815,Employee_815,ANIMAL CARE ATTENDANT,87999.99,7964.04,5076.68,32302.1,2020,FT,101040.71017578125,False,Medium
816,Employee_816,RECREATION LEADER,55461.5,0.0,3027.53,17531.51,2019,FT,58489.030029296875,False,Standard
817,Employee_817,TRANSIT OPERATOR,95986.94,1784.72,1428.59,38202.28,2021,FT,99200.24996582032,False,Medium
818,Employee_818,REGISTERED NURSE,64359.42,8176.03,1258.07,26999.92,2023,FT,73793.51994628906,False,Standard
819,Employee_819,HEAD LIBRARIAN,86045.53,0.0,6053.14,32945.24,2022,FT,92098.67013671875,True,Medium
820,Employee_820,CHIEF INVESTMENT OFFICER,119593.53,790.01,876.45,38427.3,2023,FT,121259.99001220702,True,Medium
821,Employee_821,TRANSIT OPERATOR,85155.54,0.0,3248.45,35111.77,2019,FT,88403.98995117187,False,Medium
822,Employee_822,HEAD LIBRARIAN,98177.38,0.0,2083.19,35743.95,2019,FT,100260.56994140625,True,Medium
823,Employee_823,REGISTERED NURSE,60065.51,0.0,5888.78,20679.55,2021,FT,65954.28978515626,False,Standard
824,Employee_824,HEAD LIBRARIAN,99035.05,1276.84,2754.17,40616.56,2019,FT,103066.059921875,True,Medium
825,Employee_825,HEAD LIBRARIAN,66844.34,0.0,4207.89,27309.55,2021,FT,71052.23013671875,True,Standard
826,Employee_826,SPECIAL NURSE,77940.63,14410.44,1403.3,33844.84,2023,FT,93754.37004882813,False,Medium
827,Employee_827,ASSISTANT MEDICAL EXAMINER,34265.47,13279.67,4774.65,19099.31,2020,FT,52319.78990234375,False,Standard
828,Employee_828,SOCIAL WORKER,61117.57,0.0,457.85,19306.61,2021,FT,61575.420006103515,False,Standard
829,Employee_829,SOCIAL WORKER,85187.7,1673.14,2073.18,29001.61,2022,FT,88934.01993164062,False,Medium
830,Employee_830,TRANSIT OPERATOR,76060.97,0.0,1692.48,21672.38,2019,PT,77753.44998046875,False,Medium
831,Employee_831,DEPUTY SHERIFF,81806.41,12293.96,1007.31,32270.93,2023,FT,95107.67999755859,False,Medium
833,Employee_833,SENIOR CLERK,121413.4,204.66,258.77,36820.91,2023,FT,121876.82998901367,False,Medium
834,Employee_834,POLICE OFFICER 3,88493.98,15233.41,2389.79,41622.79,2022,FT,106117.1800390625,False,Medium
835,Employee_835,RECREATION LEADER,78922.82,0.0,270.74,21755.86,2019,FT,79193.55999023438,False,Medium
836,Employee_836,ANIMAL CARE ATTENDANT,88550.92,0.0,1009.78,33540.13,2022,PT,89560.70002929687,False,Medium
837,Employee_837,ANIMAL CARE ATTENDANT,85008.47,0.0,3657.39,25909.96,2019,PT,88665.85989257813,False,Medium
838,Employee_838,FIREFIGHTER,61210.73,0.0,888.05,15791.62,2021,FT,62098.77998779297,False,Standard
839,Employee_839,TRANSIT OPERATOR,43122.02,16426.5,5070.76,16547.02,2023,FT,64619.279765625,False,Standard
843,Employee_843,ACCOUNTANT INTERN,51273.57,10494.06,484.78,21808.07,2021,FT,62252.409998779294,False,Standard
844,Employee_844,TRANSIT OPERATOR,51871.38,620.77,6873.32,19163.26,2020,FT,59365.469824218744,False,Standard
845,Employee_845,TRANSIT OPERATOR,79198.01,0.0,8203.29,22821.96,2023,FT,87401.3000390625,False,Medium
846,Employee_846,TRANSIT OPERATOR,68576.66,0.0,2494.47,21478.45,2021,PT,71071.12997070313,False,Standard
847,Employee_847,POLICE OFFICER 3,32284.77,0.0,9772.06,11157.44,2022,FT,42056.829570312504,False,Standard
848,Employee_848,SPECIAL NURSE,77502.16,0.0,40.55,20117.48,2020,FT,77542.70999923706,False,Medium
849,Employee_849,RECREATION LEADER,32951.54,0.0,1753.24,9760.58,2022,FT,34704.779990234376,False,Standard
850,Employee_850,DIRECTOR OF PUBLIC WORKS,86861.28,0.0,128.87,30889.01,2020,FT,86990.14999511719,True,Medium
851,Employee_851,CHIEF INVESTMENT OFFICER,174660.53,0.0,1341.53,62375.17,2022,PT,176002.06002929687,True,High
852,Employee_852,ANIMAL CARE ATTENDANT,106497.58,1804.41,8936.2,44457.7,2019,FT,117238.1901953125,False,Medium
853,Employee_853,CHIEF INVESTMENT OFFICER,82236.37,0.0,1156.52,30310.22,2019,PT,83392.89001953125,True,Medium
854,Employee_854,DEPUTY SHERIFF,63412.17,0.0,578.97,21137.83,2020,FT,63991.13997070312,False,Standard
855,Employee_855,CUSTODIAN,70852.45,0.0,695.38,21241.96,2021,FT,71547.83000488281,False,Standard
856,Employee_856,RECREATION LEADER,105624.54,4727.83,5420.07,29044.03,2022,FT,115772.43982421875,False,Medium
857,Employee_857,DEPUTY SHERIFF,60142.62,263.07,4991.91,22697.59,2020,FT,65397.60015625,False,Standard
858,Employee_858,SPECIAL NURSE,60462.32,8466.45,543.57,20387.14,2019,FT,69472.34000732422,False,Standard
859,Employee_859,ASSISTANT MEDICAL EXAMINER,100974.51,0.0,3627.35,30074.61,2020,PT,104601.86009765624,False,Medium
860,Employee_860,ANIMAL CARE ATTENDANT,62504.22,0.0,1385.78,25314.74,2021,FT,63890.000029296876,False,Standard
861,Employee_861,CHIEF INVESTMENT OFFICER,151999.26,0.0,7163.73,43950.64,2021,FT,159162.98998046876,True,High
862,Employee_862,ACCOUNTANT INTERN,40457.14,0.0,4066.42,11347.51,2022,PT,44523.559921875,False,Standard
863,Employee_863,REGISTERED NURSE,66575.35,0.0,2196.38,26986.62,2020,FT,68771.7298828125,False,Standard
864,Employee_864,ANIMAL CARE ATTENDANT,36808.06,1909.08,7606.5,13707.21,2022,FT,46323.64,False,Standard
865,Employee_865,RECREATION LEADER,48891.32,0.0,7874.98,17541.53,2022,FT,56766.29998046875,False,Standard
866,Employee_866,ASSISTANT MEDICAL EXAMINER,86784.03,0.0,1892.18,23245.6,2022,FT,88676.21005371094,False,Medium
867,Employee_867,RECREATION LEADER,69001.89,13120.64,1947.28,26112.91,2021,FT,84069.81002929687,False,Medium
868,Employee_868,RECREATION LEADER,63617.89,1136.76,253.86,25732.53,2023,FT,65008.51000061035,False,Standard
869,Employee_869,SENIOR CLERK,71532.51,0.0,1146.19,25735.74,2020,FT,72678.69994140624,False,Standard
870,Employee_870,TRANSIT OPERATOR,65586.88,0.0,2458.97,,2022,FT,68045.84997070313,False,Standard
871,Employee_871,SENIOR CLERK,98828.94,7669.48,2471.16,32268.15,2019,FT,108969.57991210937,False,Medium
872,Employee_872,FIREFIGHTER,89658.32,0.0,3167.98,28303.35,2019,FT,92826.29998046876,False,Medium
873,Employee_873,REGISTERED NURSE,20000.0,1285.36,5253.01,9067.74,2023,FT,26538.369765625,False,Standard
874,Employee_874,REGISTERED NURSE,53364.78,10551.44,2684.21,19192.08,2021,FT,66600.4299609375,False,Standard
875,Employee_875,ASSISTANT MEDICAL EXAMINER,73181.92,0.0,7849.89,22104.84,2022,FT,81031.81013671875,False,Medium
876,Employee_876,CHIEF OF POLICE,122440.93,8667.61,191.13,,2022,FT,131299.6700048828,True,Medium
877,Employee_877,ASSISTANT DEPUTY CHIEF 2,140521.54,0.0,7212.05,56200.88,2022,PT,147733.5898046875,True,Medium
878,Employee_878,SENIOR ENGINEER,97956.05,0.0,904.84,38084.26,2020,FT,98860.89002685547,False,Medium
879,Employee_879,ASSISTANT DEPUTY CHIEF 2,115024.76,0.0,2698.56,44289.02,2019,FT,117723.32005859374,True,Medium
880,Employee_880,HEAD LIBRARIAN,89194.4,4299.86,5851.34,32743.31,2019,FT,99345.59984375,True,Medium
881,Employee_881,SPECIAL NURSE,65089.97,0.0,6205.6,,2023,FT,71295.57009765625,False,Standard
882,Employee_882,RECREATION LEADER,92974.85,0.0,718.15,36442.21,2020,FT,93693.00002441407,False,Medium
883,Employee_883,SENIOR CLERK,71967.79,4265.13,1005.04,19580.16,2021,FT,77237.95997802734,False,Medium
884,Employee_884,POLICE OFFICER 3,68743.87,0.0,717.39,21659.04,2021,FT,69461.26001464843,False,Standard
885,Employee_885,RECREATION LEADER,73666.84,3669.83,1638.42,22161.9,2019,FT,78975.09004394531,False,Medium
886,Employee_886,SENIOR ENGINEER,131569.12,4804.03,2323.49,55411.43,2021,FT,138696.63999023437,False,Medium
887,Employee_887,SPECIAL NURSE,63993.83,301.86,945.85,25407.33,2019,FT,65241.53997558594,False,Standard
888,Employee_888,FIREFIGHTER,89176.13,3227.45,3456.67,35499.72,2019,FT,95860.249921875,False,Medium
889,Employee_889,TRANSIT OPERATOR,94639.59,2033.31,257.36,28534.52,2019,FT,96930.25998535156,False,Medium
890,Employee_890,DEPUTY SHERIFF,68724.91,0.0,4110.56,28610.89,2023,FT,72835.47005859375,False,Standard
892,Employee_892,ASSISTANT MEDICAL EXAMINER,63418.93,5638.56,1017.68,19495.33,2023,FT,70075.16999267579,False,Standard
893,Employee_893,CHIEF OF POLICE,116790.37,11032.68,792.33,44054.76,2021,FT,128615.38001708983,True,Medium
894,Employee_894,CHIEF INVESTMENT OFFICER,156752.63,7875.51,169.85,60802.38,2020,PT,164797.99000610353,True,High
895,Employee_895,SENIOR ENGINEER,97006.26,11346.08,6226.84,43831.65,2022,FT,114579.17984375,False,Medium
896,Employee_896,DIRECTOR OF PUBLIC WORKS,126999.85,1604.25,1419.33,38366.83,2023,FT,130023.4299560547,True,Medium
897,Employee_897,CHIEF OF POLICE,85491.95,0.0,4162.47,27669.21,2021,FT,89654.42021484375,True,Medium
898,Employee_898,SPECIAL NURSE,50650.2,2580.37,2141.17,17620.62,2019,FT,55371.739921875,False,Standard
899,Employee_899,SPECIAL NURSE,112868.94,5233.94,2734.43,30698.24,2020,FT,120837.30993164063,False,Medium
900,Employee_900,DIRECTOR OF PUBLIC WORKS,112953.93,9522.49,197.07,46566.29,2023,PT,122673.49000732422,True,Medium
901,Employee_901,TRANSIT OPERATOR,54504.56,0.0,944.67,16673.15,2021,PT,55449.229982910154,False,Standard
902,Employee_902,TRANSIT OPERATOR,98621.98,6397.78,1982.84,29949.15,2023,FT,107002.5999658203,False,Medium
903,Employee_903,FIREFIGHTER,75636.17,4086.34,438.0,24960.34,2021,FT,80160.51,False,Medium
904,Employee_904,SOCIAL WORKER,81563.1,6085.06,2994.3,32321.7,2019,PT,90642.46004882813,False,Medium
905,Employee_905,SENIOR CLERK,87410.78,881.37,3372.32,34890.92,2023,PT,91664.47006835937,False,Medium
906,Employee_906,ASSISTANT MEDICAL EXAMINER,63626.54,12298.81,8518.12,23838.94,2022,PT,84443.4701171875,False,Medium
907,Employee_907,ELECTRICAL TRANSIT SYSTEM MECHANIC,66608.27,0.0,2834.57,19158.72,2022,FT,69442.84006835938,False,Standard
908,Employee_908,POLICE OFFICER 3,42345.24,0.0,3736.73,18044.2,2023,FT,46081.96998046875,False,Standard
909,Employee_909,GENERAL LABORER,68241.45,742.33,5489.06,24772.2,2019,PT,74472.84005859375,False,Standard
